2026-05-18 19:47:00,576 | INFO     | StreamingEngine      | ============================================================
2026-05-21 14:21:19,366 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 56s before retry 1/3
2026-05-21 14:22:15,410 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 0s before retry 2/3
2026-05-21 14:22:18,434 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,465.00, ADA=$0.25, DOGE=$0.10, ETH=$2,124.15, XRP=$1.37, SOL=$86.29
2026-05-21 14:22:18,442 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:22:18 UTC
2026-05-21 14:22:33,446 | INFO     | StreamingEngine      | ── Cycle 15 ──
2026-05-21 14:22:33,508 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,465.00, ADA=$0.25, DOGE=$0.10, ETH=$2,124.15, XRP=$1.37, SOL=$86.29
2026-05-21 14:22:33,514 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:22:33 UTC
2026-05-21 14:22:48,519 | INFO     | StreamingEngine      | ── Cycle 16 ──
2026-05-21 14:22:48,577 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,465.00, ADA=$0.25, DOGE=$0.10, ETH=$2,124.15, XRP=$1.37, SOL=$86.29
2026-05-21 14:22:48,582 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:22:48 UTC
2026-05-21 14:23:03,584 | INFO     | StreamingEngine      | ── Cycle 17 ──
2026-05-21 14:23:03,636 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,465.00, ADA=$0.25, DOGE=$0.10, ETH=$2,124.15, XRP=$1.37, SOL=$86.29
2026-05-21 14:23:03,640 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:23:03 UTC
2026-05-21 14:23:18,645 | INFO     | StreamingEngine      | ── Cycle 18 ──
2026-05-21 14:23:18,691 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 58s before retry 1/3
2026-05-21 14:24:16,744 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 0s before retry 2/3
2026-05-21 14:24:19,009 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,467.00, ADA=$0.25, DOGE=$0.10, ETH=$2,124.63, XRP=$1.37, SOL=$86.31
2026-05-21 14:24:19,016 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:24:19 UTC
2026-05-21 14:24:34,021 | INFO     | StreamingEngine      | ── Cycle 19 ──
2026-05-21 14:24:34,076 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,467.00, ADA=$0.25, DOGE=$0.10, ETH=$2,124.63, XRP=$1.37, SOL=$86.31
2026-05-21 14:24:34,082 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:24:34 UTC
2026-05-21 14:24:49,086 | INFO     | StreamingEngine      | ── Cycle 20 ──
2026-05-21 14:24:49,157 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,467.00, ADA=$0.25, DOGE=$0.10, ETH=$2,124.63, XRP=$1.37, SOL=$86.31
2026-05-21 14:24:49,160 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:24:49 UTC
2026-05-21 14:25:04,165 | INFO     | StreamingEngine      | ── Cycle 21 ──
2026-05-21 14:25:04,228 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,467.00, ADA=$0.25, DOGE=$0.10, ETH=$2,124.63, XRP=$1.37, SOL=$86.31
2026-05-21 14:25:04,234 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:25:04 UTC
2026-05-21 14:25:19,239 | INFO     | StreamingEngine      | ── Cycle 22 ──
2026-05-21 14:25:19,290 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 56s before retry 1/3
2026-05-21 14:25:22,852 | INFO     | StreamingEngine      | 🕯️  Fetching OHLC data for ['bitcoin', 'ethereum']...
2026-05-21 14:25:22,900 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 53s before retry 1/3
2026-05-21 14:26:15,335 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 0s before retry 2/3
2026-05-21 14:26:17,356 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 60s before retry 3/3
2026-05-21 14:26:17,491 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 60s before retry 2/3
2026-05-21 14:27:17,359 | ERROR    | src.api_client       | 💀 All 3 attempts failed for: https://api.coingecko.com/api/v3/simple/price
2026-05-21 14:27:17,363 | WARNING  | StreamingEngine      | ⚠️  No data fetched in cycle 22
2026-05-21 14:27:17,545 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 0s before retry 3/3
2026-05-21 14:27:17,546 | ERROR    | src.api_client       | 💀 All 3 attempts failed for: https://api.coingecko.com/api/v3/coins/bitcoin/ohlc
2026-05-21 14:27:19,551 | INFO     | src.api_client       | 🕯️  Fetched 48 OHLC candles for ethereum
2026-05-21 14:27:19,572 | INFO     | src.db_manager       | 🕯️  Inserted 0 OHLC rows for ETH
2026-05-21 14:27:32,364 | INFO     | StreamingEngine      | ── Cycle 23 ──
2026-05-21 14:27:32,702 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,510.00, ADA=$0.25, DOGE=$0.11, ETH=$2,126.65, XRP=$1.37, SOL=$86.40
2026-05-21 14:27:32,707 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:27:32 UTC
2026-05-21 14:27:47,711 | INFO     | StreamingEngine      | ── Cycle 24 ──
2026-05-21 14:27:47,774 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,510.00, ADA=$0.25, DOGE=$0.11, ETH=$2,126.65, XRP=$1.37, SOL=$86.40
2026-05-21 14:27:47,780 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:27:47 UTC
2026-05-21 14:28:02,783 | INFO     | StreamingEngine      | ── Cycle 25 ──
2026-05-21 14:28:02,894 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,510.00, ADA=$0.25, DOGE=$0.11, ETH=$2,126.65, XRP=$1.37, SOL=$86.40
2026-05-21 14:28:02,902 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:28:02 UTC
2026-05-21 14:28:17,906 | INFO     | StreamingEngine      | ── Cycle 26 ──
2026-05-21 14:28:17,954 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 58s before retry 1/3
2026-05-21 14:29:15,995 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 0s before retry 2/3
2026-05-21 14:29:18,280 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,525.00, ADA=$0.25, DOGE=$0.11, ETH=$2,127.49, XRP=$1.37, SOL=$86.41
2026-05-21 14:29:18,287 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:29:18 UTC
2026-05-21 14:29:33,291 | INFO     | StreamingEngine      | ── Cycle 27 ──
2026-05-21 14:29:33,356 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,525.00, ADA=$0.25, DOGE=$0.11, ETH=$2,127.49, XRP=$1.37, SOL=$86.41
2026-05-21 14:29:33,360 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:29:33 UTC
2026-05-21 14:29:48,365 | INFO     | StreamingEngine      | ── Cycle 28 ──
2026-05-21 14:29:48,609 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,525.00, ADA=$0.25, DOGE=$0.11, ETH=$2,127.49, XRP=$1.37, SOL=$86.41
2026-05-21 14:29:48,612 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:29:48 UTC
2026-05-21 14:30:03,614 | INFO     | StreamingEngine      | ── Cycle 29 ──
2026-05-21 14:30:03,678 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,525.00, ADA=$0.25, DOGE=$0.11, ETH=$2,127.49, XRP=$1.37, SOL=$86.41
2026-05-21 14:30:03,684 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:30:03 UTC
2026-05-21 14:30:18,687 | INFO     | StreamingEngine      | ── Cycle 30 ──
2026-05-21 14:30:18,729 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 57s before retry 1/3
2026-05-21 14:31:15,770 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 0s before retry 2/3
2026-05-21 14:31:17,787 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 60s before retry 3/3
2026-05-21 14:31:47,003 | INFO     | StreamingEngine      | 
2026-05-21 14:31:47,008 | INFO     | StreamingEngine      | ============================================================
2026-05-21 14:31:47,008 | INFO     | StreamingEngine      | 🛑 Stopping Streaming Engine...
2026-05-21 14:31:47,008 | INFO     | StreamingEngine      | 📊 Final Statistics:
2026-05-21 14:31:47,008 | INFO     | StreamingEngine      |    ⏱️  Runtime: 1113.6 seconds
2026-05-21 14:31:47,009 | INFO     | StreamingEngine      |    📈 Ticker rows inserted: 162
2026-05-21 14:31:47,009 | INFO     | StreamingEngine      |    🕯️  OHLC rows inserted: 49
2026-05-21 14:31:47,009 | INFO     | StreamingEngine      |    ❌ Fetch errors: 2
2026-05-21 14:31:47,013 | INFO     | StreamingEngine      |    💾 Total in market_ticker: 540 rows
2026-05-21 14:31:47,013 | INFO     | StreamingEngine      |    💾 Total in market_ohlc: 339 rows
2026-05-21 14:31:47,014 | INFO     | src.db_manager       | 🔌 Disconnected from PostgreSQL
2026-05-21 14:31:47,014 | INFO     | StreamingEngine      | ============================================================
2026-05-21 14:31:47,014 | INFO     | StreamingEngine      | 👋 Engine stopped. Goodbye!
2026-05-21 14:35:43,979 | INFO     | StreamingEngine      | ============================================================
2026-05-21 14:35:43,980 | INFO     | StreamingEngine      | 🚀 Starting Real-Time Financial Market Streaming Engine
2026-05-21 14:35:43,980 | INFO     | StreamingEngine      | ============================================================
2026-05-21 14:35:43,980 | INFO     | StreamingEngine      | 📋 Symbols: bitcoin, ethereum, solana, ripple, cardano, dogecoin
2026-05-21 14:35:43,980 | INFO     | StreamingEngine      | ⏱️  Price interval: 15s
2026-05-21 14:35:43,980 | INFO     | StreamingEngine      | ⏱️  OHLC interval: 300s
2026-05-21 14:35:43,980 | INFO     | StreamingEngine      | 📡 Data source: CoinGecko Public API
2026-05-21 14:35:43,980 | INFO     | StreamingEngine      | ============================================================
2026-05-21 14:35:44,143 | INFO     | src.db_manager       | ✅ Connected to PostgreSQL: postgres@localhost:5432/portofolio_db
2026-05-21 14:35:44,314 | ERROR    | StreamingEngine      | 💀 Cannot start — CoinGecko API unreachable
2026-05-21 14:36:18,427 | INFO     | StreamingEngine      | ============================================================
2026-05-21 14:36:18,427 | INFO     | StreamingEngine      | 🚀 Starting Real-Time Financial Market Streaming Engine
2026-05-21 14:36:18,427 | INFO     | StreamingEngine      | ============================================================
2026-05-21 14:36:18,427 | INFO     | StreamingEngine      | 📋 Symbols: bitcoin, ethereum, solana, ripple, cardano, dogecoin
2026-05-21 14:36:18,427 | INFO     | StreamingEngine      | ⏱️  Price interval: 15s
2026-05-21 14:36:18,427 | INFO     | StreamingEngine      | ⏱️  OHLC interval: 300s
2026-05-21 14:36:18,427 | INFO     | StreamingEngine      | 📡 Data source: CoinGecko Public API
2026-05-21 14:36:18,427 | INFO     | StreamingEngine      | ============================================================
2026-05-21 14:36:18,445 | INFO     | src.db_manager       | ✅ Connected to PostgreSQL: postgres@localhost:5432/portofolio_db
2026-05-21 14:36:18,563 | ERROR    | StreamingEngine      | 💀 Cannot start — CoinGecko API unreachable
2026-05-21 14:39:27,503 | INFO     | StreamingEngine      | ============================================================
2026-05-21 14:39:27,503 | INFO     | StreamingEngine      | 🚀 Starting Real-Time Financial Market Streaming Engine
2026-05-21 14:39:27,503 | INFO     | StreamingEngine      | ============================================================
2026-05-21 14:39:27,503 | INFO     | StreamingEngine      | 📋 Symbols: bitcoin, ethereum, solana, ripple, cardano, dogecoin
2026-05-21 14:39:27,503 | INFO     | StreamingEngine      | ⏱️  Price interval: 15s
2026-05-21 14:39:27,503 | INFO     | StreamingEngine      | ⏱️  OHLC interval: 300s
2026-05-21 14:39:27,503 | INFO     | StreamingEngine      | 📡 Data source: CoinGecko Public API
2026-05-21 14:39:27,503 | INFO     | StreamingEngine      | ============================================================
2026-05-21 14:39:27,661 | INFO     | src.db_manager       | ✅ Connected to PostgreSQL: postgres@localhost:5432/portofolio_db
2026-05-21 14:39:27,782 | WARNING  | src.api_client       | ⏳ Ping returned 429 Rate Limited, but API is reachable.
2026-05-21 14:39:27,783 | INFO     | StreamingEngine      | 🌐 CoinGecko API OK (latency: 0.12s)
2026-05-21 14:39:27,783 | INFO     | StreamingEngine      | 🕯️  OHLC fetcher started (interval: 300s)
2026-05-21 14:39:27,783 | INFO     | StreamingEngine      | ── Cycle 1 ──
2026-05-21 14:39:27,813 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 48s before retry 1/3
2026-05-21 14:39:37,786 | INFO     | StreamingEngine      | 🕯️  Fetching OHLC data for ['bitcoin', 'ethereum']...
2026-05-21 14:39:37,828 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 38s before retry 1/3
2026-05-21 14:40:15,873 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 0s before retry 2/3
2026-05-21 14:40:17,855 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 60s before retry 3/3
2026-05-21 14:40:17,983 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 60s before retry 2/3
2026-05-21 14:41:17,853 | ERROR    | src.api_client       | 💀 All 3 attempts failed for: https://api.coingecko.com/api/v3/simple/price
2026-05-21 14:41:17,854 | WARNING  | StreamingEngine      | ⚠️  No data fetched in cycle 1
2026-05-21 14:41:18,053 | INFO     | src.api_client       | 🕯️  Fetched 48 OHLC candles for bitcoin
2026-05-21 14:41:18,090 | INFO     | src.db_manager       | 🕯️  Inserted 1 OHLC rows for BTC
2026-05-21 14:41:20,037 | INFO     | src.api_client       | 🕯️  Fetched 48 OHLC candles for ethereum
2026-05-21 14:41:20,054 | INFO     | src.db_manager       | 🕯️  Inserted 1 OHLC rows for ETH
2026-05-21 14:41:32,859 | INFO     | StreamingEngine      | ── Cycle 2 ──
2026-05-21 14:41:33,840 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,598.00, ADA=$0.25, DOGE=$0.11, ETH=$2,128.77, XRP=$1.37, SOL=$86.50
2026-05-21 14:41:33,847 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:41:33 UTC
2026-05-21 14:41:48,849 | INFO     | StreamingEngine      | ── Cycle 3 ──
2026-05-21 14:41:48,900 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,598.00, ADA=$0.25, DOGE=$0.11, ETH=$2,128.77, XRP=$1.37, SOL=$86.50
2026-05-21 14:41:48,902 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:41:48 UTC
2026-05-21 14:42:03,907 | INFO     | StreamingEngine      | ── Cycle 4 ──
2026-05-21 14:42:03,959 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,598.00, ADA=$0.25, DOGE=$0.11, ETH=$2,128.77, XRP=$1.37, SOL=$86.50
2026-05-21 14:42:03,965 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:42:03 UTC
2026-05-21 14:42:18,967 | INFO     | StreamingEngine      | ── Cycle 5 ──
2026-05-21 14:42:19,018 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 56s before retry 1/3
2026-05-21 14:43:15,096 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 0s before retry 2/3
2026-05-21 14:43:17,076 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 60s before retry 3/3
2026-05-21 14:44:17,079 | ERROR    | src.api_client       | 💀 All 3 attempts failed for: https://api.coingecko.com/api/v3/simple/price
2026-05-21 14:44:17,082 | WARNING  | StreamingEngine      | ⚠️  No data fetched in cycle 5
2026-05-21 14:44:32,088 | INFO     | StreamingEngine      | ── Cycle 6 ──
2026-05-21 14:44:33,094 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,618.00, ADA=$0.25, DOGE=$0.11, ETH=$2,129.26, XRP=$1.37, SOL=$86.50
2026-05-21 14:44:33,114 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:44:33 UTC
2026-05-21 14:44:33,672 | INFO     | StreamingEngine      | 
2026-05-21 14:44:33,673 | INFO     | StreamingEngine      | ============================================================
2026-05-21 14:44:33,673 | INFO     | StreamingEngine      | 🛑 Stopping Streaming Engine...
2026-05-21 14:44:33,673 | INFO     | StreamingEngine      | 📊 Final Statistics:
2026-05-21 14:44:33,673 | INFO     | StreamingEngine      |    ⏱️  Runtime: 305.9 seconds
2026-05-21 14:44:33,673 | INFO     | StreamingEngine      |    📈 Ticker rows inserted: 24
2026-05-21 14:44:33,673 | INFO     | StreamingEngine      |    🕯️  OHLC rows inserted: 2
2026-05-21 14:44:33,673 | INFO     | StreamingEngine      |    ❌ Fetch errors: 2
2026-05-21 14:44:33,677 | INFO     | StreamingEngine      |    💾 Total in market_ticker: 564 rows
2026-05-21 14:44:33,677 | INFO     | StreamingEngine      |    💾 Total in market_ohlc: 341 rows
2026-05-21 14:44:33,678 | INFO     | src.db_manager       | 🔌 Disconnected from PostgreSQL
2026-05-21 14:44:33,679 | INFO     | StreamingEngine      | ============================================================
2026-05-21 14:44:33,679 | INFO     | StreamingEngine      | 👋 Engine stopped. Goodbye!
2026-05-21 14:47:59,329 | INFO     | StreamingEngine      | ============================================================
2026-05-21 14:47:59,329 | INFO     | StreamingEngine      | 🚀 Starting Real-Time Financial Market Streaming Engine
2026-05-21 14:47:59,329 | INFO     | StreamingEngine      | ============================================================
2026-05-21 14:47:59,329 | INFO     | StreamingEngine      | 📋 Symbols: bitcoin, ethereum, solana, ripple, cardano, dogecoin
2026-05-21 14:47:59,329 | INFO     | StreamingEngine      | ⏱️  Price interval: 60s
2026-05-21 14:47:59,329 | INFO     | StreamingEngine      | ⏱️  OHLC interval: 300s
2026-05-21 14:47:59,329 | INFO     | StreamingEngine      | 📡 Data source: CoinGecko Public API
2026-05-21 14:47:59,329 | INFO     | StreamingEngine      | ============================================================
2026-05-21 14:47:59,432 | INFO     | src.db_manager       | ✅ Connected to PostgreSQL: postgres@localhost:5432/portofolio_db
2026-05-21 14:47:59,799 | INFO     | StreamingEngine      | 🌐 CoinGecko API OK (latency: 0.37s)
2026-05-21 14:47:59,800 | INFO     | StreamingEngine      | 🕯️  OHLC fetcher started (interval: 300s)
2026-05-21 14:47:59,801 | INFO     | StreamingEngine      | ── Cycle 1 ──
2026-05-21 14:47:59,835 | WARNING  | src.api_client       | ⏳ Rate limited (429). Exponential backoff: Waiting 60s before retry 1/3
2026-05-21 14:48:09,805 | INFO     | StreamingEngine      | 🕯️  Fetching OHLC data for ['bitcoin', 'ethereum']...
2026-05-21 14:48:09,848 | WARNING  | src.api_client       | ⏳ Rate limited (429). Exponential backoff: Waiting 60s before retry 1/3
2026-05-21 14:48:59,885 | WARNING  | src.api_client       | ⏳ Rate limited (429). Exponential backoff: Waiting 120s before retry 2/3
2026-05-21 14:49:09,902 | INFO     | src.api_client       | 🕯️  Fetched 48 OHLC candles for bitcoin
2026-05-21 14:49:09,957 | INFO     | src.db_manager       | 🕯️  Inserted 0 OHLC rows for BTC
2026-05-21 14:49:11,900 | INFO     | src.api_client       | 🕯️  Fetched 48 OHLC candles for ethereum
2026-05-21 14:49:11,914 | INFO     | src.db_manager       | 🕯️  Inserted 0 OHLC rows for ETH
2026-05-21 14:50:59,941 | WARNING  | src.api_client       | ⏳ Rate limited (429). Exponential backoff: Waiting 180s before retry 3/3
2026-05-21 14:53:59,937 | ERROR    | src.api_client       | 💀 All 3 attempts failed for: https://api.coingecko.com/api/v3/simple/price
2026-05-21 14:53:59,939 | WARNING  | StreamingEngine      | ⚠️  No data fetched in cycle 1
2026-05-21 14:54:11,902 | INFO     | StreamingEngine      | 🕯️  Fetching OHLC data for ['bitcoin', 'ethereum']...
2026-05-21 14:54:11,953 | INFO     | src.api_client       | 🕯️  Fetched 48 OHLC candles for bitcoin
2026-05-21 14:54:12,008 | INFO     | src.db_manager       | 🕯️  Inserted 0 OHLC rows for BTC
2026-05-21 14:54:13,954 | INFO     | src.api_client       | 🕯️  Fetched 48 OHLC candles for ethereum
2026-05-21 14:54:13,970 | INFO     | src.db_manager       | 🕯️  Inserted 0 OHLC rows for ETH
2026-05-21 14:54:20,804 | INFO     | StreamingEngine      | 
2026-05-21 14:54:20,805 | INFO     | StreamingEngine      | ============================================================
2026-05-21 14:54:20,805 | INFO     | StreamingEngine      | 🛑 Stopping Streaming Engine...
2026-05-21 14:54:20,805 | INFO     | StreamingEngine      | 📊 Final Statistics:
2026-05-21 14:54:20,805 | INFO     | StreamingEngine      |    ⏱️  Runtime: 381.0 seconds
2026-05-21 14:54:20,805 | INFO     | StreamingEngine      |    📈 Ticker rows inserted: 0
2026-05-21 14:54:20,805 | INFO     | StreamingEngine      |    🕯️  OHLC rows inserted: 0
2026-05-21 14:54:20,805 | INFO     | StreamingEngine      |    ❌ Fetch errors: 1
2026-05-21 14:54:20,809 | INFO     | StreamingEngine      |    💾 Total in market_ticker: 564 rows
2026-05-21 14:54:20,809 | INFO     | StreamingEngine      |    💾 Total in market_ohlc: 341 rows
2026-05-21 14:54:20,810 | INFO     | src.db_manager       | 🔌 Disconnected from PostgreSQL
2026-05-21 14:54:20,810 | INFO     | StreamingEngine      | ============================================================
2026-05-21 14:54:20,810 | INFO     | StreamingEngine      | 👋 Engine stopped. Goodbye!
2026-06-12 10:57:52,605 | INFO     | StreamingEngine      | ============================================================
2026-06-12 10:57:52,605 | INFO     | StreamingEngine      | 🚀 Starting Real-Time Financial Market Streaming Engine
2026-06-12 10:57:52,605 | INFO     | StreamingEngine      | ============================================================
2026-06-12 10:57:52,605 | INFO     | StreamingEngine      | 📋 Symbols: bitcoin, ethereum, solana, ripple, cardano, dogecoin
2026-06-12 10:57:52,605 | INFO     | StreamingEngine      | ⏱️  Price interval: 60s
2026-06-12 10:57:52,605 | INFO     | StreamingEngine      | ⏱️  OHLC interval: 300s
2026-06-12 10:57:52,606 | INFO     | StreamingEngine      | 📡 Data source: CoinGecko Public API
2026-06-12 10:57:52,606 | INFO     | StreamingEngine      | ============================================================
2026-06-12 10:57:52,683 | INFO     | src.db_manager       | ✅ Connected to PostgreSQL: postgres@localhost:5432/portofolio_db
2026-06-12 10:57:53,081 | INFO     | StreamingEngine      | 🌐 CoinGecko API OK (latency: 0.40s)
2026-06-12 10:57:53,082 | INFO     | StreamingEngine      | 🕯️  OHLC fetcher started (interval: 300s)
2026-06-12 10:57:53,082 | INFO     | StreamingEngine      | ── Cycle 1 ──
2026-06-12 10:57:53,537 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$63,435.00, ADA=$0.17, DOGE=$0.09, ETH=$1,670.72, XRP=$1.14, SOL=$66.90
2026-06-12 10:57:53,561 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 03:57:53 UTC
2026-06-12 10:58:03,086 | INFO     | StreamingEngine      | 🕯️  Fetching OHLC data for ['bitcoin', 'ethereum']...
2026-06-12 10:58:03,139 | INFO     | src.api_client       | 🕯️  Fetched 48 OHLC candles for bitcoin
2026-06-12 10:58:03,159 | INFO     | src.db_manager       | 🕯️  Inserted 48 OHLC rows for BTC
2026-06-12 10:58:05,134 | INFO     | src.api_client       | 🕯️  Fetched 48 OHLC candles for ethereum
2026-06-12 10:58:05,155 | INFO     | src.db_manager       | 🕯️  Inserted 48 OHLC rows for ETH
2026-06-12 10:58:53,564 | INFO     | StreamingEngine      | ── Cycle 2 ──
2026-06-12 10:58:53,862 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$63,435.00, ADA=$0.17, DOGE=$0.09, ETH=$1,670.65, XRP=$1.14, SOL=$66.90
2026-06-12 10:58:53,867 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 03:58:53 UTC
2026-06-12 10:59:53,870 | INFO     | StreamingEngine      | ── Cycle 3 ──
2026-06-12 10:59:54,176 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$63,435.00, ADA=$0.17, DOGE=$0.09, ETH=$1,670.81, XRP=$1.14, SOL=$66.91
2026-06-12 10:59:54,182 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 03:59:54 UTC
2026-06-12 11:00:54,186 | INFO     | StreamingEngine      | ── Cycle 4 ──
2026-06-12 11:00:54,583 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$63,438.00, ADA=$0.17, DOGE=$0.09, ETH=$1,670.87, XRP=$1.14, SOL=$66.92
2026-06-12 11:00:54,587 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 04:00:54 UTC
2026-06-12 11:01:54,588 | INFO     | StreamingEngine      | ── Cycle 5 ──
2026-06-12 11:01:55,000 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$63,426.00, ADA=$0.17, DOGE=$0.09, ETH=$1,670.74, XRP=$1.14, SOL=$66.92
2026-06-12 11:01:55,007 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 04:01:55 UTC
2026-06-12 11:02:55,010 | INFO     | StreamingEngine      | ── Cycle 6 ──
2026-06-12 11:02:55,322 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$63,400.00, ADA=$0.17, DOGE=$0.09, ETH=$1,669.83, XRP=$1.14, SOL=$66.90
2026-06-12 11:02:55,329 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 04:02:55 UTC
2026-06-12 11:03:05,148 | INFO     | StreamingEngine      | 🕯️  Fetching OHLC data for ['bitcoin', 'ethereum']...
2026-06-12 11:03:05,198 | INFO     | src.api_client       | 🕯️  Fetched 48 OHLC candles for bitcoin
2026-06-12 11:03:05,207 | INFO     | src.db_manager       | 🕯️  Inserted 0 OHLC rows for BTC
2026-06-12 11:03:07,201 | INFO     | src.api_client       | 🕯️  Fetched 48 OHLC candles for ethereum
2026-06-12 11:03:07,213 | INFO     | src.db_manager       | 🕯️  Inserted 1 OHLC rows for ETH
2026-06-12 11:03:41,570 | INFO     | StreamingEngine      | 
2026-06-12 11:03:41,571 | INFO     | StreamingEngine      | ============================================================
2026-06-12 11:03:41,571 | INFO     | StreamingEngine      | 🛑 Stopping Streaming Engine...
2026-06-12 11:03:41,571 | INFO     | StreamingEngine      | 📊 Final Statistics:
2026-06-12 11:03:41,571 | INFO     | StreamingEngine      |    ⏱️  Runtime: 348.5 seconds
2026-06-12 11:03:41,571 | INFO     | StreamingEngine      |    📈 Ticker rows inserted: 36
2026-06-12 11:03:41,571 | INFO     | StreamingEngine      |    🕯️  OHLC rows inserted: 97
2026-06-12 11:03:41,571 | INFO     | StreamingEngine      |    ❌ Fetch errors: 0
2026-06-12 11:03:41,575 | INFO     | StreamingEngine      |    💾 Total in market_ticker: 600 rows
2026-06-12 11:03:41,575 | INFO     | StreamingEngine      |    💾 Total in market_ohlc: 438 rows
2026-06-12 11:03:41,577 | INFO     | src.db_manager       | 🔌 Disconnected from PostgreSQL
2026-06-12 11:03:41,577 | INFO     | StreamingEngine      | ============================================================
2026-06-12 11:03:41,577 | INFO     | StreamingEngine      | 👋 Engine stopped. Goodbye!
2026-06-12 11:23:44,687 | INFO     | StreamingEngine      | [2m════════════════════════════════════════════════════════════[0m
